"Aristocats, The ",152
Primal Fear ,153
Jack and Sarah ,154
Courage Under Fire ,155
Mission: Impossible ,156
Song of the Little Road  ,157
"World of Apu, The  ",158
Mystery Science Theater 3000: The Movie ,159
Space Jam ,160
Mulholland Falls ,161
"Truth About Cats & Dogs, The ",162
Wallace & Gromit: The Best of Aardman Animation ,163
Cold Comfort Farm ,164
"Rock, The ",165
Twister ,166
Wallace & Gromit: A Close Shave ,167
"Arrival, The ",168
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,169
Trainspotting ,170
Independence Day  ,171
Lone Star ,172
"Time to Kill, A ",173
"Very Brady Sequel, A ",174
"First Wives Club, The ",175
Ransom ,176
Chain Reaction ,177
Emma ,178
Tin Cup ,179
"Godfather, The ",180
Twelfth Night ,181
"Philadelphia Story, The ",182
Singin' in the Rain ,183
"American in Paris, An ",184
Breakfast at Tiffany's ,185
Vertigo ,186
Rear Window ,187
It Happened One Night ,188
Gaslight ,189
"Gay Divorcee, The ",190
North by Northwest ,191
"Apartment, The ",192
Some Like It Hot ,193
Charade ,194
Casablanca ,195
"Maltese Falcon, The ",196
My Fair Lady ,197
Sabrina ,198
Roman Holiday ,199
Meet Me in St. Louis ,200
"Wizard of Oz, The ",201
Gone with the Wind ,202
My Favorite Year ,203
Sunset Blvd.  ,204
Citizen Kane ,205
2001: A Space Odyssey ,206
All About Eve ,207
"Women, The ",208
Rebecca ,209
Foreign Correspondent ,210
Notorious ,211
Spellbound ,212
Father of the Bride ,213
Ninotchka ,214
Gigi ,215
"Adventures of Robin Hood, The ",216
"Mark of Zorro, The ",217
"Ghost and Mrs. Muir, The ",218
Lost Horizon ,219
Top Hat ,220
My Man Godfrey ,221
Giant ,222
"Thin Man, The ",223
His Girl Friday ,224
Around the World in 80 Days ,225
It's a Wonderful Life ,226
Mr. Smith Goes to Washington ,227
Bringing Up Baby ,228
Penny Serenade ,229
"39 Steps, The ",230
Night of the Living Dead ,231
"African Queen, The ",232
Beat the Devil ,233
Cat on a Hot Tin Roof ,234
Meet John Doe ,235
"Farewell to Arms, A ",236
Fly Away Home ,237
Michael Collins ,238
Big Night ,239
"Chamber, The ",240
"Love Bug, The ",241
"Parent Trap, The ",242
Cinderella ,243
"Sword in the Stone, The ",244
Mary Poppins ,245
Dumbo ,246
Pete's Dragon ,247
Alice in Wonderland ,248
"Fox and the Hound, The ",249
"Sound of Music, The ",250
Secrets & Lies ,251
That Thing You Do! ,252
William Shakespeare's Romeo + Juliet ,253
Shall We Dance ,254
Crossfire ,255
"Innocents, The ",256
"Fish Called Wanda, A ",257
Monty Python's Life of Brian ,258
Victor/Victoria ,259
"Candidate, The ",260
Bonnie and Clyde ,261
Dirty Dancing ,262
Reservoir Dogs ,263
Platoon ,264
"Doors, The ",265
Sophie's Choice ,266
E.T. the Extra-Terrestrial ,267
Top Gun ,268
Rebel Without a Cause ,269
"Streetcar Named Desire, A ",270
"People vs. Larry Flynt, The ",271
On Golden Pond ,272
"Return of the Pink Panther, The ",273
Private Benjamin ,274
Monty Python and the Holy Grail ,275
When We Were Kings ,276
Wallace & Gromit: The Wrong Trousers ,277
Bob Roberts ,278
Enchanted April ,279
Paths of Glory ,280
"Grifters, The ",281
"English Patient, The ",282
My Left Foot ,283
Passion Fish ,284
Strictly Ballroom ,285
"Thin Blue Line, The ",286
One Flew Over the Cuckoo's Nest ,287
Star Wars: Episode V - The Empire Strikes Back ,288
"Princess Bride, The ",289
Raiders of the Lost Ark  ,290
Aliens ,291
"Good, the Bad and the Ugly, The  ",292
12 Angry Men ,293
Lawrence of Arabia ,294
"Clockwork Orange, A ",295
To Kill a Mockingbird ,296
Apocalypse Now ,297
Once Upon a Time in the West  ,298
Star Wars: Episode VI - Return of the Jedi ,299
"Third Man, The ",300
Goodfellas ,301
Alien ,302
Ran ,303
Psycho ,304
"Blues Brothers, The ",305
"Godfather: Part II, The ",306
Full Metal Jacket ,307
"Grand Day Out with Wallace and Gromit, A ",308
Henry V ,309
Amadeus ,310
Raging Bull ,311
Annie Hall ,312
"Right Stuff, The ",313
"Boot, Das  ",314
"Sting, The ",315
Harold and Maude ,316
"Seventh Seal, The  ",317
"Terminator, The ",318
Glory ,319
Rosencrantz and Guildenstern Are Dead ,320
Manhattan ,321
Miller's Crossing ,322
Dead Poets Society ,323
"Graduate, The ",324
"Femme Nikita, La  ",325
"Bridge on the River Kwai, The ",326
Chinatown ,327
"Day the Earth Stood Still, The ",328
"Treasure of the Sierra Madre, The ",329
Better Off Dead... ,330
"Shining, The ",331
Stand by Me ,332
M ,333
"Great Escape, The ",334
"Deer Hunter, The ",335
Unforgiven ,336
"Manchurian Candidate, The ",337
Arsenic and Old Lace ,338
Back to the Future ,339
Patton ,340
Akira ,341
Cool Hand Luke ,342
Cyrano de Bergerac ,343
Young Frankenstein ,344
Raise the Red Lantern  ,345
"Great Dictator, The ",346
Fantasia ,347
High Noon ,348
"Big Sleep, The ",349
Heathers ,350
This Is Spinal Tap ,351
Indiana Jones and the Last Crusade ,352
Being There ,353
Gandhi ,354
"Room with a View, A ",355
"Killing Fields, The ",356
Forbidden Planet ,357
Field of Dreams ,358
"Man Who Would Be King, The ",359
Butch Cassidy and the Sundance Kid ,360
When Harry Met Sally... ,361
"Birds, The ",362
Cape Fear ,363
Cape Fear ,364
Carrie ,365
Nosferatu  ,366
"Omen, The ",367
"Mirror Has Two Faces, The ",368
Breaking the Waves ,369
Star Trek: First Contact ,370
Shine ,371
Sling Blade ,372
Paradise Lost: The Child Murders at Robin Hood Hills ,373
"Preacher's Wife, The ",374
"Crucible, The ",375
101 Dalmatians ,376
Star Trek VI: The Undiscovered Country ,377
Star Trek II: The Wrath of Khan ,378
Star Trek IV: The Voyage Home ,379
Batman Returns ,380
Grease ,381
Grease 2 ,382
Jaws ,383
Jaws 3-D ,384
Jerry Maguire ,385
Raising Arizona ,386
Sneakers ,387
In Love and War ,388
Scream ,389
"Last of the Mohicans, The ",390
Hamlet ,391
"Whole Wide World, The ",392
Evita ,393
Hearts and Minds ,394
Benny & Joon ,395
Kolya  ,396
Waiting for Guffman ,397
Donnie Brasco ,398
Jungle2Jungle  ,399
Liar Liar ,400
Anna Karenina ,401
Grosse Pointe Blank ,402
Romy and Michele's High School Reunion ,403
Shall We Dance?  ,404
Brassed Off ,405
"Lost World: Jurassic Park, The ",406
Ponette ,407
My Best Friend's Wedding ,408
Face/Off ,409
Men in Black  ,410
G.I. Jane ,411
Air Force One ,412
"Hunt for Red October, The ",413
L.A. Confidential ,414
"Game, The ",415
"Ice Storm, The ",416
Mrs. Brown  ,417
The Devil's Advocate ,418
Washington Square ,419
Gattaca ,420
Stripes ,421
"Rainmaker, The ",422
Witness ,423
Sliding Doors ,424
"Truman Show, The ",425
"Wings of the Dove, The ",426
Good Will Hunting ,427
Midnight in the Garden of Good and Evil ,428
Scream 2 ,429
"Sweet Hereafter, The ",430
Titanic ,431
"Postman, The ",432
"Big Lebowski, The ",433
Great Expectations ,434
Dark City ,435
"Wedding Singer, The ",436
Sphere ,437
Everest ,438
"Man in the Iron Mask, The ",439
Primary Colors ,440
"Spanish Prisoner, The ",441
"Last Days of Disco, The ",442
Beyond Silence  ,443
"Children of Heaven, The  ",444
Dream for an Insomniac ,445
"X-Files: Fight the Future, The ",446
Out of Sight ,447
Picnic at Hanging Rock ,448
Buffalo '66  ,449
Armageddon ,450
Pi ,451
There's Something About Mary ,452
Mutiny on the Bounty ,453
"Lost Weekend, The ",454
Gentleman's Agreement ,455
All the King's Men ,456
On the Waterfront ,457
West Side Story ,458
Tom Jones ,459
In the Heat of the Night ,460
Oliver! ,461
Midnight Cowboy ,462
"French Connection, The ",463
Rocky ,464
Kramer vs. Kramer ,465
Chariots of Fire ,466
Out of Africa ,467
"Last Emperor, The ",468
Rain Man ,469
Driving Miss Daisy ,470
Friday the 13th Part 2 ,471
Friday the 13th Part 3: 3D ,472
Friday the 13th Part IV: The Final Chapter ,473
Friday the 13th Part V: A New Beginning ,474
Friday the 13th Part VI: Jason Lives ,475
Halloween II ,476
Halloween III: Season of the Witch ,477
Poltergeist ,478
Poltergeist II: The Other Side ,479
Poltergeist III ,480
"Exorcist, The ",481
"Mask of Zorro, The ",482
Back to the Future Part II ,483
Seven Samurai  ,484
Dangerous Liaisons ,485
"Last Temptation of Christ, The ",486
"Godfather: Part III, The ",487
Saving Private Ryan ,488
"Honey, I Shrunk the Kids ",489
"Negotiator, The ",490
"Parent Trap, The ",491
Roger & Me ,492
"Purple Rose of Cairo, The ",493
Out of the Past ,494
Tender Mercies ,495
And the Band Played On ,496
Blue Velvet ,497
"Jungle Book, The ",498
Lady and the Tramp ,499
101 Dalmatians  ,500
Something Wicked This Way Comes ,501
Splash ,502
L.A. Story ,503
"Outsiders, The ",504
Indiana Jones and the Temple of Doom ,505
"Lord of the Rings, The ",506
"Dead Zone, The ",507
Cujo ,508
Children of the Corn ,509
"Addams Family, The ",510
Watership Down ,511
"Secret of NIMH, The ",512
Pretty in Pink ,513
St. Elmo's Fire ,514
Rosemary's Baby ,515
Blade ,516
Next Stop Wonderland ,517
Strangers on a Train ,518
Stage Fright ,519
"Untouchables, The ",520
Lifeboat ,521
Shadow of a Doubt ,522
Suspicion ,523
"Lady Vanishes, The ",524
Broadcast News ,525
Married to the Mob ,526
Say Anything... ,527
My Blue Heaven ,528
"Few Good Men, A ",529
Edward Scissorhands ,530
"Impostors, The ",531
"Night at the Roxbury, A ",532
"Producers, The ",533
My Cousin Vinny ,534
"Mighty, The ",535
Children of a Lesser God ,536
"Elephant Man, The ",537
Life Is Beautiful  ,538
American History X ,539
"Siege, The ",540
"Waterboy, The ",541
Elizabeth ,542
Nights of Cabiria  ,543
"Bug's Life, A ",544
Central Station  ,545
"Celebration, The  ",546
Very Bad Things ,547
Little Voice ,548
"Simple Plan, A ",549
Star Trek: Insurrection ,550
"Prince of Egypt, The ",551
Shakespeare in Love ,552
Rocky III ,553
Rocky IV ,554
Rocky V ,555
"Karate Kid, The ",556
"Karate Kid, Part II, The ",557
"Karate Kid, Part III, The ",558
Christmas Vacation  ,559
You've Got Mail ,560
Patch Adams ,561
Hilary and Jackie ,562
Ruthless People ,563
"Name of the Rose, The  ",564
Crocodile Dundee ,565
Crocodile Dundee II ,566
Simply Irresistible ,567
"Last Days, The ",568
Office Space ,569
8MM ,570
"Other Sister, The ",571
Christine ,572
Planet of the Apes ,573
"Haunting, The ",574
Village of the Damned ,575
Children of the Damned ,576
"King and I, The ",577
"Matrix, The ",578
10 Things I Hate About You ,579
Following ,580
Never Been Kissed ,581
Cookie's Fortune ,582
Pushing Tin ,583
eXistenZ ,584
Mildred Pierce ,585
Dick Tracy ,586
Star Wars: Episode I - The Phantom Menace ,587
Superman ,588
Superman II ,589
Superman III ,590
Frankenstein ,591
"Thing from Another World, The ",592
"War of the Worlds, The ",593
Invasion of the Body Snatchers ,594
Buena Vista Social Club ,595
Run Lola Run  ,596
Trekkies ,597
Big Daddy ,598
Arachnophobia ,599
"South Park: Bigger, Longer and Uncut ",600
American Pie ,601
"Blair Witch Project, The ",602
Eyes Wide Shut ,603
Ghostbusters  ,604
Ghostbusters II ,605
"Haunting, The ",606
Mystery Men ,607
"Killing, The ",608
Spartacus ,609
"400 Blows, The  ",610
"Mission, The ",611
Radio Days ,612
"Iron Giant, The ",613
"Sixth Sense, The ",614
Cat's Eye ,615
Airplane! ,616
Big ,617
Oscar and Lucinda  ,618
"Pelican Brief, The ",619
"Christmas Story, A ",620
"Astronaut's Wife, The ",621
"Hard Day's Night, A ",622
Deliverance ,623
Excalibur ,624
Sanjuro  ,625
Risky Business ,626
Ferris Bueller's Day Off ,627
"Year of Living Dangerously, The ",628
Brief Encounter ,629
"Lady Eve, The ",630
"Palm Beach Story, The ",631
Niagara ,632
Gilda ,633
South Pacific ,634
Indochine ,635
"Fistful of Dollars, A  ",636
Sydney  ,637
Home Alone 2: Lost in New York ,638
Fight Club ,639
"Straight Story, The ",640
"Bad Seed, The ",641
Time Bandits ,642
Who Framed Roger Rabbit? ,643
Princess Mononoke  ,644
"Insider, The ",645
American Movie ,646
"They Shoot Horses, Don't They? ",647
"Taming of the Shrew, The ",648
Yojimbo ,649
Trading Places ,650
Meatballs ,651
Dead Again ,652
Dogma ,653
"Commitments, The ",654
Stand and Deliver ,655
Moonstruck ,656
42 Up ,657
Sleepy Hollow ,658
Scrooged ,659
"Grapes of Wrath, The ",660
"Shop Around the Corner, The ",661
"Natural, The ",662
Fatal Attraction ,663
"Fisher King, The ",664
Places in the Heart ,665
Toy Story 2 ,666
Flawless ,667
"End of the Affair, The ",668
Grand Illusion  ,669
"Great Santini, The ",670
"Green Mile, The ",671
"Last Picture Show, The ",672
Magnolia ,673
Man on the Moon ,674
Galaxy Quest ,675
"Talented Mr. Ripley, The ",676
"Hurricane, The ",677
Titus ,678
"Girl, Interrupted ",679
"Terrorist, The   ",680
Fast Times at Ridgemont High ,681
"Cry in the Dark, A ",682
Sister Act ,683
Alive ,684
Death Becomes Her ,685
Far and Away ,686
Howards End ,687
White Men Can't Jump ,688
Hard-Boiled  ,689
Man Bites Dog  ,690
"Cutting Edge, The ",691
Scream 3 ,692
"Brandon Teena Story, The ",693
"Circus, The ",694
City Lights ,695
"Kid, The ",696
Wonder Boys ,697
Splendor in the Grass ,698
For All Mankind ,699
Born Yesterday ,700
Hoosiers  ,701
"Taking of Pelham One Two Three, The ",702
Volunteers ,703
JFK ,704
Erin Brockovich ,705
...And Justice for All ,706
Animal House ,707
Do the Right Thing ,708
Creature Comforts ,709
Double Indemnity ,710
"Good Earth, The ",711
Guess Who's Coming to Dinner ,712
"Color of Paradise, The  ",713
Lord of the Flies ,714
Modern Times ,715
"Hustler, The ",716
Inherit the Wind ,717
"Place in the Sun, A ",718
High Fidelity ,719
Hook ,720
Midnight Express ,721
Misery ,722
My Life ,723
Network ,724
"Odd Couple, The ",725
Return to Me ,726
Me Myself I ,727
Parenthood ,728
Predator ,729
"Prince of Tides, The ",730
Keeping the Faith ,731
What Ever Happened to Baby Jane? ,732
Auntie Mame ,733
Guys and Dolls ,734
Caddyshack ,735
"Virgin Suicides, The ",736
Limelight ,737
"Big Kahuna, The ",738
Gladiator ,739
Pee-wee's Big Adventure ,740
"Gold Rush, The ",741
Blazing Saddles ,742
White Christmas ,743
Eraserhead ,744
Blood Simple ,745
Soapdish ,746
Hamlet ,747
Coming Home ,748
"Conversation, The ",749
Serpico ,750
X-Men ,751
Anatomy of a Murder ,752
Breaker Morant ,753
"Official Story, The  ",754
Steel Magnolias ,755
The Spiral Staircase ,756
"Eyes of Tammy Faye, The ",757
Supergirl ,758
Almost Famous ,759
Dancer in the Dark ,760
Best in Show ,761
"Invisible Man, The ",762
Meet the Parents ,763
Requiem for a Dream ,764
Two Family House ,765
Billy Elliot ,766
You Can Count on Me ,767
How the Grinch Stole Christmas  ,768
Unbreakable ,769
"Crouching Tiger, Hidden Dragon  ",770
Wall Street ,771
Punchline ,772
"Dude, Where's My Car? ",773
Finding Forrester ,774
"House of Mirth, The ",775
Miss Congeniality ,776
"O Brother, Where Art Thou? ",777
State and Main ,778
Traffic ,779
Friendly Persuasion ,780
With a Friend Like Harry...  ,781
"Evil Dead, The ",782
"Glass Menagerie, The ",783
Hope and Glory ,784
My Demon Lover ,785
In the Mood For Love  ,786
"Widow of St. Pierre, The  ",787
"Caveman's Valentine, The ",788
Series 7: The Contenders ,789
Long Night's Journey Into Day ,790
Avalon ,791
"Bishop's Wife, The ",792
"Greatest Story Ever Told, The ",793
Elmer Gantry ,794
Alfie ,795
I Know Where I'm Going! ,796
Losin' It ,797
Manhunter ,798
Reversal of Fortune ,799
Revenge of the Nerds ,800
River's Edge ,801
Necessary Roughness ,802
Enemy at the Gates ,803
Memento ,804
Spy Kids ,805
Bridget Jones's Diary ,806
"Luzhin Defence, The ",807
Scarface ,808
Days of Wine and Roses ,809
Norma Rae ,810
Love Story ,811
Shrek ,812
Himalaya  ,813
Ice Castles ,814
Mississippi Burning ,815
Throw Momma from the Train ,816
Evolution ,817
Divided We Fall  ,818
Gentlemen Prefer Blondes ,819
"Seven Year Itch, The ",820
Tootsie ,821
A.I. Artificial Intelligence ,822
"Princess and the Warrior, The  ",823
"Cannonball Run, The ",824
Faust ,825
Final Fantasy: The Spirits Within ,826
Legally Blonde ,827
"Score, The ",828
More ,829
"Accused, The ",830
Big Business ,831
Big Top Pee-Wee ,832
Coming to America ,833
Crossing Delancey ,834
My Stepmother Is an Alien ,835
Running on Empty ,836
Short Circuit ,837
"Vanishing, The  ",838
"Tetsuo, the Ironman  ",839
Twins ,840
Bill & Ted's Excellent Adventure ,841
Gross Anatomy  ,842
Jesus of Montreal  ,843
Look Who's Talking ,844
Major League ,845
Jurassic Park III ,846
America's Sweethearts ,847
Ghost World ,848
Turner & Hooch ,849
UHF ,850
Black Robe ,851
Marat/Sade ,852
Session 9 ,853
Little Man Tate ,854
"Little Foxes, The ",855
"Vanishing, The ",856
Silkwood ,857
SpaceCamp ,858
Zoolander ,859
Serendipity ,860
Coal Miner's Daughter ,861
Fiddler on the Roof ,862
K-PAX ,863
Donnie Darko ,864
"Man Who Wasn't There, The ",865
Harry Potter and the Sorcerer's Stone  ,866
"Devil's Backbone, The  ",867
"Now, Voyager ",868
Ocean's Eleven ,869
And Then There Were None ,870
"Blue Angel, The  ",871
Amelie  ,872
"Royal Tenenbaums, The ",873
Bill & Ted's Bogus Journey ,874
"Lord of the Rings: The Fellowship of the Ring, The ",875
"Beautiful Mind, A ",876
"Defiant Ones, The ",877
Witness for the Prosecution ,878
Yentl ,879
Monster's Ball ,880
"Truly, Madly, Deeply ",881
The Count of Monte Cristo ,882
Going Places  ,883
"Bad and the Beautiful, The ",884
Sleuth ,885
Monsoon Wedding ,886
"Bad News Bears, The ",887
"Oh, God! Book II ",888
Promises ,889
Return of the Secaucus 7 ,890
Blade II ,891
Panic Room ,892
Rashomon  ,893
Frailty ,894
"Rome, Open City   ",895
Enigma ,896
Spider-Man ,897
Butterflies Are Free ,898
About a Boy ,899
"Believer, The ",900
Insomnia ,901
Requiem for a Heavyweight ,902
84 Charing Cross Road ,903
Minority Report ,904
Rabbit-Proof Fence ,905
Lovely & Amazing ,906
Pumpkin ,907
Men in Black II   ,908
Road to Perdition ,909
The Importance of Being Earnest ,910
Z ,911
"Kid Stays in the Picture, The ",912
Red Beard  ,913
Signs ,914
"Good Girl, The ",915
Possession ,916
One Hour Photo ,917
Down and Out in Beverly Hills ,918
Igby Goes Down ,919
"Yearling, The ",920
"Lavender Hill Mob, The ",921
Spirited Away  ,922
Jonah: A VeggieTales Movie ,923
Red Dragon ,924
Heaven ,925
"Pride of the Yankees, The ",926
Bowling for Columbine ,927
Punch-Drunk Love ,928
"Grey Zone, The ",929
Real Women Have Curves ,930
Grave of the Fireflies  ,931
Staying Alive ,932
"Chosen, The ",933
Gallipoli ,934
Frida ,935
Roger Dodger ,936
"World of Henry Orient, The ",937
Far from Heaven ,938
Harry Potter and the Chamber of Secrets ,939
Standing in the Shadows of Motown ,940
Personal Velocity ,941
"Quiet American, The ",942
Talk to Her  ,943
Zulu ,944
"Lord of the Rings: The Two Towers, The ",945
25th Hour ,946
My Neighbor Totoro  ,947
Catch Me If You Can ,948
Chicago ,949
Nicholas Nickleby ,950
"Pianist, The ",951
Love Liza ,952
Confessions of a Dangerous Mind ,953
City of God  ,954
Alice Adams ,955
Dogfight ,956
Imitation of Life ,957
Amen. ,958
Final Destination 2 ,959
May ,960
Kiss Me Goodbye ,961
Missing ,962
Monty Python Live at the Hollywood Bowl ,963
Night of the Shooting Stars  ,964
Shanghai Knights ,965
Daredevil ,966
All the Real Girls ,967
He Loves Me... He Loves Me Not  ,968
"Black Stallion, The ",969
"Patch of Blue, A ",970
"Red Badge of Courage, The ",971
Pillow Talk ,972
Old School ,973
Stone Reader ,974
Spider ,975
Lady Jane ,976
Irreversible  ,977
Nowhere in Africa  ,978
Bend It Like Beckham ,979
"Talk of the Town, The ",980
Born Free ,981
Europa Europa  ,982
Green Card ,983
Ringu  ,984
Salaam Bombay! ,985
Sweet Charity ,986
"Awful Truth, The ",987
Raising Victor Vargas ,988
Stevie ,989
In a Lonely Place ,990
Phone Booth ,991
Cowboy Bebop: The Movie  ,992
"Man Without a Past, The  ",993
Better Luck Tomorrow ,994
Ghosts of the Abyss ,995
House of 1000 Corpses ,996
Lilya 4-Ever  ,997
"Mighty Wind, A ",998
Holes ,999
Winged Migration  ,1000
Fahrenheit 451 ,1001
Legal Eagles ,1002
Identity ,1003
"Decade Under the Influence, A ",1004
Spellbound ,1005
X2: X-Men United ,1006
Blue Car ,1007
Owning Mahowny ,1008
Man on the Train  ,1009
"Shape of Things, The ",1010
Laputa: Castle in the Sky  ,1011
Down with Love ,1012
Cinemania ,1013
Bruce Almighty ,1014
Gigantic  ,1015
Finding Nemo ,1016
"Italian Job, The ",1017
Capturing the Friedmans ,1018
Whale Rider ,1019
Silk Stockings ,1020
Murder on a Sunday Morning  ,1021
"Walk, Don't Run ",1022
Shenandoah ,1023
Barton Fink ,1024
"Long, Hot Summer, The ",1025
Music Box ,1026
Mississippi Masala ,1027
28 Days Later ,1028
You Only Live Once ,1029
Anastasia ,1030
Hulk ,1031
"Legally Blonde 2: Red, White & Blonde ",1032
Sinbad: Legend of the Seven Seas ,1033
Pirates of the Caribbean: The Curse of the Black Pearl ,1034
"League of Extraordinary Gentlemen, The  ",1035
I Capture the Castle ,1036
Northfork ,1037
Dirty Pretty Things ,1038
Lara Croft Tomb Raider: The Cradle of Life ,1039
Seabiscuit ,1040
"One, Two, Three ",1041
"Magdalene Sisters, The ",1042
"Secret Lives of Dentists, The ",1043
"Double Life, A ",1044
"Gospel According to St. Matthew, The  ",1045
American Splendor ,1046
"Sure Thing, The ",1047
Wait Until Dark ,1048
Kind Hearts and Coronets ,1049
"Red Shoes, The ",1050
"Pink Panther, The ",1051
Waco: The Rules of Engagement ,1052
"Road Home, The  ",1053
Ikiru ,1054
Matchstick Men ,1055
Dummy ,1056
Lost in Translation ,1057
Millennium Actress  ,1058
Paper Moon ,1059
"Hello, Dolly! ",1060
Once Bitten ,1061
Secondhand Lions ,1062
Luther ,1063
My Life Without Me ,1064
"Triplets of Belleville, The  ",1065
Lagaan: Once Upon a Time in India ,1066
Seven Brides for Seven Brothers ,1067
Kiss of the Spider Woman ,1068
All the President's Men ,1069
Angie ,1070
Babette's Feast  ,1071
Monty Python's The Meaning of Life ,1072
Sleeping with the Enemy ,1073
Come and See  ,1074
Ginger Snaps ,1075
Regarding Henry ,1076
Scrooge ,1077
In Cold Blood ,1078
Yankee Doodle Dandy ,1079
School of Rock ,1080
"Station Agent, The ",1081
Mystic River ,1082
Kill Bill: Vol. 1 ,1083
Pieces of April ,1084
Elephant ,1085
"Eye, The   ",1086
You'll Never Get Rich ,1087
"Unvanquished, The  ",1088
Shattered Glass ,1089
Elf ,1090
Billabong Odyssey ,1091
Father of the Bride ,1092
Tupac: Resurrection ,1093
21 Grams ,1094
Devil's Playground ,1095
Desk Set ,1096
WarGames ,1097
Ordet  ,1098
"Tale of Two Cities, A ",1099
"Passion of Joan of Arc, The  ",1100
Hannah and Her Sisters ,1101
"Night of the Hunter, The ",1102
Presumed Innocent ,1103
Proof ,1104
Battle Royale  ,1105
"Wedding Banquet, The  ",1106
"Salo, or The 120 Days of Sodom  ",1107
"Midnight Clear, A ",1108
Flying Down to Rio ,1109
Follow the Fleet ,1110
Roberta ,1111
Swing Time ,1112
National Velvet ,1113
Dark Victory ,1114
Birdman of Alcatraz ,1115
Macbeth  ,1116
Red River ,1117
"Woman Under the Influence, A ",1118
"Shot in the Dark, A ",1119
Jezebel ,1120
"Hunchback of Notre Dame, The ",1121
Pygmalion ,1122
"Passage to India, A ",1123
Black Orpheus  ,1124
Hero  ,1125
Horse Feathers ,1126
Adam's Rib ,1127
"Night at the Opera, A ",1128
In America ,1129
My Flesh and Blood ,1130
Big Fish ,1131
"Lord of the Rings: The Return of the King, The ",1132
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The ",1133
House of Sand and Fog ,1134
Monster ,1135
Cold Mountain ,1136
