,movieId,tmdbId,title
78,175,9344.0,Kids 
79,180,2293.0,Mallrats
80,185,1642.0,"Net, The "
81,188,11980.0,The Prophecy
82,191,10533.0,The Scarlet Letter
83,193,10802.0,Showgirls
84,196,9348.0,Species
85,199,5967.0,"Umbrellas of Cherbourg, The  "
86,204,3512.0,Under Siege 2: Dark Territory
87,208,9804.0,Waterworld
88,215,76.0,Before Sunrise 
89,216,11017.0,Billy Madison 
90,222,22625.0,Circle of Friends 
91,223,2292.0,Clerks 
92,224,1909.0,Don Juan DeMarco 
93,225,8984.0,Disclosure
94,230,11929.0,Dolores Claiborne 
95,231,8467.0,Dumb and Dumber
96,232,10451.0,Eat Drink Man Woman  
97,233,20156.0,Exotica
98,235,522.0,Ed Wood 
99,237,10525.0,Forget Paris 
100,246,14275.0,Hoop Dreams 
101,247,1024.0,Heavenly Creatures 
102,248,17207.0,Houseguest 
103,249,13701.0,Immortal Beloved 
104,252,11777.0,I.Q. 
105,253,628.0,Interview with the Vampire
106,254,87729.0,Jefferson in Paris
107,255,18713.0,The Jerky Boys
108,257,9061.0,Just Cause 
109,259,6071.0,Kiss of Death
110,260,11.0,Star Wars: Episode IV - A New Hope 
111,261,9587.0,Little Women 
112,262,19101.0,"Little Princess, A "
113,266,4476.0,Legends of the Fall
114,272,11318.0,"Madness of King George, The "
115,273,3036.0,Mary Shelley's Frankenstein  
116,277,10510.0,Miracle on 34th Street 
117,279,38722.0,My Family 
118,280,8438.0,Murder in the First 
119,282,1945.0,Nell 
120,288,241.0,Natural Born Killers 
121,290,527.0,Once Were Warriors 
122,292,6950.0,Outbreak
123,293,101.0,Léon: The Professional   
124,294,63020.0,The Perez Family
125,296,680.0,Pulp Fiction 
126,300,11450.0,Quiz Show 
127,303,12106.0,The Quick and the Dead
128,307,108.0,Three Colors: Blue  
129,308,109.0,Three Colors: White  
130,315,2636.0,The Specialist
131,316,2164.0,Stargate 
132,317,11395.0,"Santa Clause, The "
133,318,278.0,"Shawshank Redemption, The "
134,326,31439.0,To Live  
135,327,9067.0,Tank Girl
136,328,9059.0,Tales from the Crypt: Demon Knight
137,329,193.0,Star Trek: Generations 
138,330,25066.0,Tales from the Hood
139,337,1587.0,What's Eating Gilbert Grape 
140,338,9271.0,Virtuosity 
141,339,2064.0,While You Were Sleeping 
142,342,236.0,Muriel's Wedding 
143,344,3049.0,Ace Ventura: Pet Detective
144,345,2759.0,"Adventures of Priscilla, Queen of the Desert, The "
145,348,11382.0,Bullets Over Broadway
146,349,9331.0,Clear and Present Danger 
147,350,10731.0,"Client, The "
148,351,10464.0,"Corrina, Corrina "
149,352,34152.0,Crooklyn
150,353,9495.0,The Crow
151,355,888.0,The Flintstones
152,356,13.0,Forrest Gump 
153,357,712.0,Four Weddings and a Funeral 
154,361,10660.0,It Could Happen to You 
155,363,41647.0,"Wonderful, Horrible Life of Leni Riefenstahl, The  "
156,364,8587.0,"Lion King, The "
157,366,11596.0,New Nightmare
158,367,854.0,The Mask
159,370,36593.0,The Naked Gun 33⅓: The Final Insult
160,371,12280.0,"Paper, The "
161,374,11011.0,Ri¢hie Ri¢h
162,376,8987.0,The River Wild
163,377,1637.0,Speed 
164,379,8831.0,Timecop
165,380,36955.0,True Lies 
166,381,10449.0,When a Man Loves a Woman 
167,382,10395.0,Wolf
168,383,12160.0,Wyatt Earp
169,387,26352.0,A Low Down Dirty Shame
170,393,11667.0,Street Fighter
171,405,8011.0,Highlander: The Final Dimension
172,410,2758.0,Addams Family Values 
173,412,10436.0,"Age of Innocence, The "
174,413,13595.0,Airheads 
175,420,306.0,Beverly Hills Cop III
176,421,14522.0,Black Beauty 
177,425,57834.0,Blue Sky 
178,431,6075.0,Carlito's Way 
179,434,9350.0,Cliffhanger
180,440,11566.0,Dave 
181,441,9571.0,Dazed and Confused
182,454,37233.0,"Firm, The "
183,457,5503.0,"Fugitive, The "
184,471,11934.0,"Hudsucker Proxy, The "
185,474,9386.0,In the Line of Fire 
186,475,7984.0,In the Name of the Father 
187,476,59930.0,The Inkwell
188,477,15765.0,What's Love Got to Do with It? 
189,480,329.0,Jurassic Park 
190,482,507.0,Killing Zoe
191,485,9593.0,Last Action Hero
192,488,1413.0,M. Butterfly 
193,493,9516.0,Menace II Society
194,494,2320.0,Executive Decision
195,497,11971.0,Much Ado About Nothing 
196,500,788.0,Mrs. Doubtfire 
197,508,9800.0,Philadelphia 
198,509,713.0,The Piano
199,510,8291.0,Poetic Justice
200,513,22588.0,Radioland Murders 
201,515,1245.0,"Remains of the Day, The "
202,516,11858.0,Renaissance Man 
203,519,5550.0,RoboCop 3
204,521,2088.0,Romeo Is Bleeding
205,522,10412.0,Romper Stomper 
206,523,47889.0,Ruby in Paradise
207,524,14534.0,Rudy 
208,527,424.0,Schindler's List 
209,529,14291.0,Searching for Bobby Fischer 
210,531,11236.0,"Secret Garden, The "
211,532,11592.0,Serial Mom
212,533,8850.0,The Shadow
213,534,10445.0,Shadowlands 
214,535,695.0,Short Cuts 
215,538,23210.0,Six Degrees of Separation 
216,539,858.0,Sleepless in Seattle 
217,540,867.0,Sliver 
218,541,78.0,Blade Runner 
219,543,10442.0,So I Married an Axe Murderer 
220,546,9607.0,Super Mario Bros.
221,551,9479.0,"Nightmare Before Christmas, The "
222,552,10057.0,"Three Musketeers, The "
223,553,11969.0,Tombstone
224,555,319.0,True Romance
225,556,26408.0,"War Room, The "
226,562,11446.0,Welcome to the Dollhouse 
227,586,771.0,Home Alone 
228,587,251.0,Ghost 
229,588,812.0,Aladdin 
230,589,280.0,Terminator 2: Judgment Day 
231,590,581.0,Dances with Wolves 
232,592,268.0,Batman 
233,593,274.0,"Silence of the Lambs, The "
234,594,408.0,Snow White and the Seven Dwarfs 
235,595,10020.0,Beauty and the Beast 
236,596,10895.0,Pinocchio 
237,597,114.0,Pretty Woman 
238,599,576.0,The Wild Bunch
239,608,275.0,Fargo 
240,610,11827.0,Heavy Metal
241,612,23570.0,The Pallbearer
242,616,10112.0,"Aristocats, The "
243,626,28121.0,A Thin Line Between Love and Hate
244,628,1592.0,Primal Fear 
245,637,9099.0,Sgt. Bilko
246,638,2021.0,Jack and Sarah 
247,639,61752.0,Girl 6
248,647,10684.0,Courage Under Fire 
249,648,954.0,Mission: Impossible 
250,653,8840.0,DragonHeart
251,668,5801.0,Song of the Little Road  
252,670,896.0,"World of Apu, The  "
253,671,3065.0,Mystery Science Theater 3000: The Movie 
254,673,2300.0,Space Jam 
255,674,8069.0,Barbarella
256,691,40001.0,Mrs. Winterbourne
257,707,10990.0,Mulholland Falls 
258,708,8866.0,"Truth About Cats & Dogs, The "
259,711,36355.0,Flipper
260,715,11876.0,The Horseman on the Roof
261,718,11687.0,The Visitors
262,719,9304.0,Multiplicity
263,720,503475.0,Wallace & Gromit: The Best of Aardman Animation 
264,724,9100.0,The Craft
265,728,32513.0,Cold Comfort Farm 
266,733,9802.0,"Rock, The "
267,736,664.0,Twister 
268,742,10280.0,Thinner
269,743,10535.0,Spy Hard
270,745,532.0,Wallace & Gromit: A Close Shave 
271,748,10547.0,"Arrival, The "
272,750,935.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 
273,761,9826.0,The Phantom
274,762,9879.0,Striptease
275,778,627.0,Trainspotting 
276,780,602.0,Independence Day  
277,782,9566.0,The Fan
278,783,10545.0,The Hunchback of Notre Dame
279,784,9894.0,The Cable Guy
280,785,11543.0,Kingpin
281,786,9268.0,Eraser
282,788,9327.0,The Nutty Professor
283,798,11228.0,Daylight
284,800,26748.0,Lone Star 
285,801,38223.0,Harriet the Spy
286,802,9294.0,Phenomenon
287,803,49963.0,Walking and Talking
288,804,11363.0,She's the One
289,805,1645.0,"Time to Kill, A "
290,809,18550.0,Fled
291,818,12606.0,"Very Brady Sequel, A "
292,828,18975.0,The Adventures of Pinocchio
293,830,2925.0,"First Wives Club, The "
294,832,3595.0,Ransom 
295,836,12123.0,Chain Reaction 
296,838,3573.0,Emma 
297,849,10061.0,Escape from L.A.
298,851,549.0,Basquiat
299,852,10478.0,Tin Cup 
300,858,238.0,"Godfather, The "
301,866,9303.0,Bound
302,869,22479.0,Kansas City
303,879,11015.0,The Relic
304,880,9306.0,The Island of Dr. Moreau
305,885,3587.0,Bogus
306,891,10987.0,Halloween: The Curse of Michael Myers
307,892,44705.0,Twelfth Night 
308,898,981.0,"Philadelphia Story, The "
309,899,872.0,Singin' in the Rain 
310,900,2769.0,"American in Paris, An "
311,902,164.0,Breakfast at Tiffany's 
312,903,426.0,Vertigo 
313,904,567.0,Rear Window 
314,905,3078.0,It Happened One Night 
315,906,13528.0,Gaslight 
316,907,28288.0,"Gay Divorcee, The "
317,908,213.0,North by Northwest 
318,909,284.0,"Apartment, The "
319,910,239.0,Some Like It Hot 
320,911,4808.0,Charade 
321,912,289.0,Casablanca 
322,913,963.0,"Maltese Falcon, The "
323,914,11113.0,My Fair Lady 
324,915,6620.0,Sabrina 
325,916,804.0,Roman Holiday 
326,918,909.0,Meet Me in St. Louis 
327,919,630.0,"Wizard of Oz, The "
328,920,770.0,Gone with the Wind 
329,921,31044.0,My Favorite Year 
330,922,599.0,Sunset Blvd.  
331,923,15.0,Citizen Kane 
332,924,62.0,2001: A Space Odyssey 
333,926,705.0,All About Eve 
334,927,22490.0,"Women, The "
335,928,223.0,Rebecca 
336,929,25670.0,Foreign Correspondent 
337,930,303.0,Notorious 
338,931,4174.0,Spellbound 
339,934,20758.0,Father of the Bride 
340,936,1859.0,Ninotchka 
341,938,17281.0,Gigi 
342,940,10907.0,"Adventures of Robin Hood, The "
343,941,32093.0,"Mark of Zorro, The "
344,943,22292.0,"Ghost and Mrs. Muir, The "
345,944,3598.0,Lost Horizon 
346,945,3080.0,Top Hat 
347,947,13562.0,My Man Godfrey 
348,948,1712.0,Giant 
349,950,3529.0,"Thin Man, The "
350,951,3085.0,His Girl Friday 
351,952,2897.0,Around the World in 80 Days 
352,953,1585.0,It's a Wonderful Life 
353,954,3083.0,Mr. Smith Goes to Washington 
354,955,900.0,Bringing Up Baby 
355,956,43795.0,Penny Serenade 
356,965,260.0,"39 Steps, The "
357,968,10331.0,Night of the Living Dead 
358,969,488.0,"African Queen, The "
359,970,22733.0,Beat the Devil 
360,971,261.0,Cat on a Hot Tin Roof 
361,973,32574.0,Meet John Doe 
362,976,22649.0,"Farewell to Arms, A "
363,986,11076.0,Fly Away Home 
364,990,10861.0,Maximum Risk
365,991,1770.0,Michael Collins 
366,994,18203.0,Big Night 
367,998,9400.0,Set It Off
368,1003,11306.0,Extreme Measures
369,1004,9625.0,The Glimmer Man
370,1006,6346.0,"Chamber, The "
371,1010,14136.0,"Love Bug, The "
372,1013,19186.0,"Parent Trap, The "
373,1019,173.0,"20,000 Leagues Under the Sea"
374,1020,864.0,Cool Runnings
375,1022,11224.0,Cinderella 
376,1025,9078.0,"Sword in the Stone, The "
377,1027,8367.0,Robin Hood: Prince of Thieves
378,1028,433.0,Mary Poppins 
379,1029,11360.0,Dumbo 
380,1030,11114.0,Pete's Dragon 
381,1032,12092.0,Alice in Wonderland 
382,1033,10948.0,"Fox and the Hound, The "
383,1034,11229.0,Freeway
384,1035,15121.0,"Sound of Music, The "
385,1036,562.0,Die Hard
386,1037,10163.0,The Lawnmower Man
387,1041,11159.0,Secrets & Lies 
388,1042,9591.0,That Thing You Do! 
389,1047,11412.0,The Long Kiss Goodnight
390,1049,10586.0,The Ghost and the Darkness
391,1051,27845.0,Trees Lounge
392,1054,49471.0,Get on the Bus
393,1055,38153.0,Shadow Conspiracy
394,1057,9716.0,Everyone Says I Love You
395,1059,454.0,William Shakespeare's Romeo + Juliet 
396,1060,10218.0,Swingers
397,1061,819.0,Sleepers
398,1066,31530.0,Shall We Dance 
399,1068,28120.0,Crossfire 
400,1073,252.0,Willy Wonka & the Chocolate Factory
401,1076,16372.0,"Innocents, The "
402,1077,11561.0,Sleeper
403,1078,11302.0,Bananas
404,1079,623.0,"Fish Called Wanda, A "
405,1080,583.0,Monty Python's Life of Brian 
406,1081,12614.0,Victor/Victoria 
407,1082,21711.0,"Candidate, The "
408,1084,475.0,Bonnie and Clyde 
409,1088,88.0,Dirty Dancing 
410,1089,500.0,Reservoir Dogs 
411,1090,792.0,Platoon 
412,1093,10537.0,"Doors, The "
413,1094,11386.0,The Crying Game
414,1095,9504.0,Glengarry Glen Ross
415,1096,15764.0,Sophie's Choice 
416,1097,601.0,E.T. the Extra-Terrestrial 
417,1100,2119.0,Days of Thunder
418,1101,744.0,Top Gun 
419,1103,221.0,Rebel Without a Cause 
420,1104,702.0,"Streetcar Named Desire, A "
421,1114,21612.0,The Funeral
422,1120,1630.0,"People vs. Larry Flynt, The "
423,1124,11816.0,On Golden Pond 
424,1125,11843.0,"Return of the Pink Panther, The "
425,1127,2756.0,The Abyss
426,1128,790.0,The Fog
427,1129,1103.0,Escape from New York
428,1130,11298.0,The Howling
429,1135,10765.0,Private Benjamin 
430,1136,762.0,Monty Python and the Holy Grail 
431,1147,10548.0,When We Were Kings 
432,1148,531.0,Wallace & Gromit: The Wrong Trousers 
433,1171,10608.0,Bob Roberts 
434,1177,26561.0,Enchanted April 
435,1178,975.0,Paths of Glory 
436,1179,18129.0,"Grifters, The "
437,1183,409.0,"English Patient, The "
438,1185,10161.0,My Left Foot 
439,1186,1412.0,"Sex, Lies, and Videotape"
440,1187,41768.0,Passion Fish 
441,1188,10409.0,Strictly Ballroom 
442,1189,14285.0,"Thin Blue Line, The "
443,1193,510.0,One Flew Over the Cuckoo's Nest 
444,1196,1891.0,Star Wars: Episode V - The Empire Strikes Back 
445,1197,2493.0,"Princess Bride, The "
446,1198,85.0,Raiders of the Lost Ark  
447,1199,68.0,Brazil
448,1200,679.0,Aliens 
449,1201,429.0,"Good, the Bad and the Ugly, The  "
450,1203,389.0,12 Angry Men 
451,1204,947.0,Lawrence of Arabia 
452,1206,185.0,"Clockwork Orange, A "
453,1207,595.0,To Kill a Mockingbird 
454,1208,28.0,Apocalypse Now 
455,1209,335.0,Once Upon a Time in the West  
456,1210,1892.0,Star Wars: Episode VI - Return of the Jedi 
457,1212,1092.0,"Third Man, The "
458,1213,769.0,Goodfellas 
459,1214,348.0,Alien 
460,1215,766.0,Army of Darkness
461,1217,11645.0,Ran 
462,1219,539.0,Psycho 
463,1220,525.0,"Blues Brothers, The "
464,1221,240.0,"Godfather: Part II, The "
465,1222,600.0,Full Metal Jacket 
466,1223,530.0,"Grand Day Out with Wallace and Gromit, A "
467,1224,10705.0,Henry V 
468,1225,279.0,Amadeus 
469,1227,311.0,Once Upon a Time in America
470,1228,1578.0,Raging Bull 
471,1230,703.0,Annie Hall 
472,1231,9549.0,"Right Stuff, The "
473,1233,387.0,"Boot, Das  "
474,1234,9277.0,"Sting, The "
475,1235,343.0,Harold and Maude 
476,1237,490.0,"Seventh Seal, The  "
477,1240,218.0,"Terminator, The "
478,1242,9665.0,Glory 
479,1243,18971.0,Rosencrantz and Guildenstern Are Dead 
480,1244,696.0,Manhattan 
481,1245,379.0,Miller's Crossing 
482,1246,207.0,Dead Poets Society 
483,1247,37247.0,"Graduate, The "
484,1249,9322.0,"Femme Nikita, La  "
485,1250,826.0,"Bridge on the River Kwai, The "
486,1252,829.0,Chinatown 
487,1253,828.0,"Day the Earth Stood Still, The "
488,1254,3090.0,"Treasure of the Sierra Madre, The "
489,1257,13667.0,Better Off Dead... 
490,1258,694.0,"Shining, The "
491,1259,235.0,Stand by Me 
492,1260,832.0,M 
493,1261,765.0,Evil Dead II
494,1262,5925.0,"Great Escape, The "
495,1263,11778.0,"Deer Hunter, The "
496,1265,137.0,Groundhog Day
497,1266,33.0,Unforgiven 
498,1267,982.0,"Manchurian Candidate, The "
499,1269,212.0,Arsenic and Old Lace 
500,1270,105.0,Back to the Future 
501,1272,11202.0,Patton 
502,1274,149.0,Akira 
503,1275,8009.0,Highlander
504,1276,903.0,Cool Hand Luke 
505,1277,11673.0,Cyrano de Bergerac 
506,1278,3034.0,Young Frankenstein 
507,1280,10404.0,Raise the Red Lantern  
508,1281,914.0,"Great Dictator, The "
509,1282,756.0,Fantasia 
510,1283,288.0,High Noon 
511,1284,910.0,"Big Sleep, The "
512,1285,2640.0,Heathers 
513,1286,16633.0,Somewhere in Time
514,1288,11031.0,This Is Spinal Tap 
515,1291,89.0,Indiana Jones and the Last Crusade 
516,1292,10322.0,Being There 
517,1293,783.0,Gandhi 
518,1296,11257.0,"Room with a View, A "
519,1299,625.0,"Killing Fields, The "
520,1301,830.0,Forbidden Planet 
521,1302,2323.0,Field of Dreams 
522,1303,983.0,"Man Who Would Be King, The "
523,1304,642.0,Butch Cassidy and the Sundance Kid 
524,1307,639.0,When Harry Met Sally... 
525,1320,8077.0,Alien³
526,1330,24913.0,April Fool's Day
527,1333,571.0,"Birds, The "
528,1339,6114.0,Dracula
529,1343,1598.0,Cape Fear 
530,1344,11349.0,Cape Fear 
531,1345,7340.0,Carrie 
532,1346,6217.0,Cat People
533,1347,377.0,A Nightmare on Elm Street
534,1348,653.0,Nosferatu  
535,1350,794.0,"Omen, The "
536,1351,31640.0,Blood and Wine
537,1352,8744.0,Albino Alligator
538,1353,25189.0,"Mirror Has Two Faces, The "
539,1354,145.0,Breaking the Waves 
540,1356,199.0,Star Trek: First Contact 
541,1357,7863.0,Shine 
542,1358,12498.0,Sling Blade 
543,1359,9279.0,Jingle All the Way
544,1361,17204.0,Paradise Lost: The Child Murders at Robin Hood Hills 
545,1363,21539.0,"Preacher's Wife, The "
546,1366,20539.0,"Crucible, The "
547,1367,11674.0,101 Dalmatians 
548,1370,1573.0,Die Hard 2
549,1371,152.0,Star Trek: The Motion Picture
550,1372,174.0,Star Trek VI: The Undiscovered Country 
551,1373,172.0,Star Trek V: The Final Frontier
552,1374,154.0,Star Trek II: The Wrath of Khan 
553,1375,157.0,Star Trek III: The Search for Spock
554,1376,168.0,Star Trek IV: The Voyage Home 
555,1377,364.0,Batman Returns 
556,1378,11967.0,Young Guns
557,1380,621.0,Grease 
558,1381,9037.0,Grease 2 
559,1387,578.0,Jaws 
560,1388,579.0,Jaws 2
561,1389,17692.0,Jaws 3-D 
562,1390,17795.0,My Fellow Americans
563,1391,75.0,Mars Attacks!
564,1393,9390.0,Jerry Maguire 
565,1394,378.0,Raising Arizona 
566,1396,2322.0,Sneakers 
567,1398,26949.0,In Love and War 
568,1399,9819.0,Marvin's Room
569,1401,31908.0,Ghosts of Mississippi
570,1405,3179.0,Beavis and Butt-Head Do America
571,1407,4232.0,Scream 
572,1408,9361.0,"Last of the Mohicans, The "
573,1411,10549.0,Hamlet 
574,1413,18451.0,"Whole Wide World, The "
575,1416,8818.0,Evita 
576,1423,55146.0,Hearts and Minds 
577,1427,34314.0,Turbulence
578,1438,9619.0,Dante's Peak
579,1441,4104.0,Benny & Joon 
580,1442,26306.0,Prefontaine
581,1446,784.0,Kolya  
582,1449,16448.0,Waiting for Guffman 
583,1459,66.0,Absolute Power
584,1466,9366.0,Donnie Brasco 
585,1474,9446.0,Jungle2Jungle  
586,1475,28005.0,Kama Sutra - A Tale of Love
587,1477,27322.0,Love Jones
588,1479,10003.0,The Saint
589,1480,9311.0,Smilla's Sense of Snow
590,1485,1624.0,Liar Liar 
591,1487,16052.0,Selena
592,1488,4477.0,The Devil's Own
593,1489,24662.0,Cats Don't Dance
594,1493,76996.0,Love and Other Catastrophes
595,1496,50512.0,Anna Karenina 
596,1499,9360.0,Anaconda
597,1500,9434.0,Grosse Pointe Blank 
598,1503,13982.0,8 Heads in a Duffel Bag
599,1513,9611.0,Romy and Michele's High School Reunion 
600,1515,10357.0,Volcano
601,1517,816.0,Austin Powers: International Man of Mystery
602,1518,2163.0,Breakdown
603,1527,18.0,The Fifth Element
604,1537,11239.0,Shall We Dance?  
605,1542,9450.0,Brassed Off 
606,1544,330.0,"Lost World: Jurassic Park, The "
607,1545,38523.0,Ponette 
608,1552,1701.0,Con Air
609,1556,1639.0,Speed 2: Cruise Control
610,1562,415.0,Batman & Robin
611,1569,8874.0,My Best Friend's Wedding 
612,1571,11956.0,When the Cat's Away
613,1573,754.0,Face/Off 
614,1580,607.0,Men in Black  
615,1583,17834.0,A Simple Wish
616,1584,686.0,Contact
617,1586,4421.0,G.I. Jane 
618,1587,9387.0,Conan the Barbarian
619,1588,10603.0,George of the Jungle
620,1589,2142.0,Cop Land
621,1590,8413.0,Event Horizon
622,1591,10336.0,Spawn
623,1592,20737.0,Air Bud
624,1594,14585.0,In the Company of Men
625,1597,8834.0,Conspiracy Theory
626,1599,8854.0,Steel
627,1604,9416.0,Money Talks
628,1608,9772.0,Air Force One 
629,1610,1669.0,"Hunt for Red October, The "
630,1611,468.0,My Own Private Idaho
631,1614,10806.0,In & Out
632,1615,9433.0,The Edge
633,1616,6623.0,The Peacemaker
634,1617,2118.0,L.A. Confidential 
635,1619,978.0,Seven Years in Tibet
636,1620,9437.0,Kiss the Girls
637,1621,29461.0,Soul Food
638,1625,2649.0,"Game, The "
639,1633,55306.0,Ulee's Gold
640,1635,68924.0,"Ice Storm, The "
641,1639,2255.0,Chasing Amy
642,1641,9427.0,The Full Monty
643,1643,17589.0,Mrs. Brown  
644,1644,3597.0,I Know What You Did Last Summer
645,1645,1813.0,The Devil's Advocate 
646,1650,45019.0,Washington Square 
647,1653,782.0,Gattaca 
648,1659,125052.0,Hurricane Streets
649,1660,45153.0,Eve's Bayou
650,1661,10871.0,Switchback
651,1663,10890.0,Stripes 
652,1667,9770.0,Mad City
653,1672,11975.0,"Rainmaker, The "
654,1673,4995.0,Boogie Nights
655,1674,9281.0,Witness 
656,1676,563.0,Starship Troopers
657,1677,61337.0,Critical Care
658,1679,31535.0,Chairman of the Board
659,1680,10215.0,Sliding Doors 
660,1681,9823.0,Mortal Kombat: Annihilation
661,1682,37165.0,"Truman Show, The "
662,1683,45609.0,"Wings of the Dove, The "
663,1687,4824.0,The Jackal
664,1688,9444.0,Anastasia
665,1689,9414.0,The Man Who Knew Too Little
666,1690,8078.0,Alien: Resurrection
667,1693,11831.0,Amistad
668,1694,2895.0,The Apostle
669,1701,2639.0,Deconstructing Harry
670,1702,9574.0,Flubber
671,1704,489.0,Good Will Hunting 
672,1711,8197.0,Midnight in the Garden of Good and Evil 
673,1717,4233.0,Scream 2 
674,1719,10217.0,"Sweet Hereafter, The "
675,1721,597.0,Titanic 
676,1722,714.0,Tomorrow Never Dies
677,1726,9922.0,"Postman, The "
678,1727,547.0,The Horse Whisperer
679,1729,184.0,Jackie Brown
680,1730,9746.0,Kundun
681,1732,115.0,"Big Lebowski, The "
682,1735,9410.0,Great Expectations 
683,1747,586.0,Wag the Dog
684,1748,2666.0,Dark City 
685,1752,11258.0,Hard Rain
686,1753,9490.0,Half Baked
687,1755,25719.0,Shooting Fish
688,1760,6116.0,Spice World
689,1762,9457.0,Deep Rising
690,1769,11702.0,The Replacement Killers
691,1777,11003.0,"Wedding Singer, The "
692,1779,10153.0,Sphere 
693,1784,2898.0,As Good as It Gets
694,1794,47452.0,Love and Death on Long Island
695,1797,21736.0,Everest 
696,1801,9313.0,"Man in the Iron Mask, The "
697,1804,42807.0,The Newton Boys
698,1805,617.0,Wild Things
699,1810,9440.0,Primary Colors 
700,1816,32456.0,Two Girls and a Guy
701,1821,17127.0,The Object of My Affection
702,1825,19848.0,The Players Club
703,1826,17644.0,Barney's Great Adventure
704,1831,2157.0,Lost in Space
705,1833,8838.0,Mercury Rising
706,1834,29193.0,"Spanish Prisoner, The "
707,1835,795.0,City of Angels
708,1836,16980.0,"Last Days of Disco, The "
709,1840,9469.0,He Got Game
710,1845,16148.0,Zero Effect
711,1848,9449.0,The Borrowers
712,1858,10622.0,Mr. Nice Guy
713,1860,17139.0,Character
714,1866,9448.0,The Big Hit
715,1870,78373.0,"Dancer, Texas Pop. 81"
716,1875,55561.0,Clockwatchers
717,1876,8656.0,Deep Impact
718,1881,18937.0,Quest for Camelot
719,1883,9452.0,Bulworth
720,1884,1878.0,Fear and Loathing in Las Vegas
721,1888,9715.0,Hope Floats
722,1893,312.0,Beyond Silence  
723,1894,6068.0,Six Days Seven Nights
724,1895,15037.0,Can't Hardly Wait
725,1900,21334.0,"Children of Heaven, The  "
726,1902,32284.0,Dream for an Insomniac 
727,1907,10674.0,Mulan
728,1909,846.0,"X-Files: Fight the Future, The "
729,1911,3050.0,Doctor Dolittle
730,1912,1389.0,Out of Sight 
731,1913,11020.0,Picnic at Hanging Rock 
732,1914,20862.0,Smoke Signals
733,1916,9464.0,Buffalo '66  
734,1917,95.0,Armageddon 
735,1918,944.0,Lethal Weapon 4
736,1920,11551.0,Small Soldiers
737,1921,473.0,Pi 
738,1923,544.0,There's Something About Mary 
739,1926,65203.0,The Broadway Melody
740,1931,12311.0,Mutiny on the Bounty 
741,1934,34106.0,You Can't Take It With You
742,1938,28580.0,"Lost Weekend, The "
743,1939,887.0,The Best Years of Our Lives
744,1940,33667.0,Gentleman's Agreement 
745,1942,25430.0,All the King's Men 
746,1944,11426.0,From Here to Eternity
